Series Number,Filename,Name,Description,Gender,Attributes,UUID

TEAM BEVEL
26,saro-the-baller,saro the baller,saro is a baller and is always ready to turnup,male,"hair: orange afro, eyes: blue, teeth: two white teeth with diastema, clothings: black and yellow kente, accessories: none, expression: angry, strength: strong, weakness: insatiable",d35a7514-8996-42fb-a5f2-5a603ec679c5,920774a781d542919bef3153d7026ddbfedbdfb68baae4e1ef1adab6d502ee83
27,ade-omo-yoruba,ade omo yoruba,ade a yourba man takes pride in the yourba tribe,male,"hair: none, eyes: blue, teeth: complete white teeth and a gold tooth, clothings: black and yellow kente, accessories: wine cap, expression:happy, strength: hardworking, weakness: procrastination ",92984fa0-310b-4377-8a10-15965d044383,84a61b38cdb64f036b19a8a0b9498445062bbf35b228681599d669cee6122a4b
28,shola-cool-kid, shola cool kid,shola prefers to be alone because he hates stress,male,"hair: none, eyes: none, teeth: none clothings: yellow t-shirt and blue dongaris, accessories: red facecap, expression: playful, strength: fun, weakness: playful",3ac5c186-bc14-4eb6-8567-cc818465a64f,ebb9d41e2bd7d0e49e25a6123e561b3fff940746eb0638f728ff4f854d94bf29
29,charlie-the-smoker,charlie the smoker,charlie uses smoking as a coping mechanism,male,"hair: none, eyes: black, teeth: none, clothings: black shirt with lion prints, accessories: blue cap, expression: happy, strength: nice, weakness: gullible",71a0aa22-d111-43b7-8484-43d87310bc42,71acf906b044c97369bbcc032352b4ef035a93c88bba65a658a81b6ab0e455dc
30,femi-the-badguy,femi the badguy,femi is the biggest guy in lagos and he has served plenty babes breakfast,male,"hair: orange, eyes: black, teeth: none, clothings: white t-shirt and blue dongaris, accessories: smoking pipe, expression: unbothered, strength: fearless, weakness: intolerance",e493e3fb-a8a0-455a-854f-0f6474bbc69f,18411133516803b28fc93bd2c783f600e394360359a65e94ea7033cd00a5b0d7
31,sinzu-money,sinzu money,sinzu loves spending money on flashy things,male,"hair: none, eyes: blue, teeth: white complete teeth and a brown tooth, clothings: purple and yellow kaftan, accessories: green-stripped fila cap, expression: strength, strength: generous, weakness: aggressive ",942f8347-9932-4331-bd15-d0f3a048b54f,46b009ead98640d03b784b5ab1525961c1bcbe44e3cb37fa697323f9ca21c495
32,obinna-the-palmwine tapper,obinna the palmwine tapper,obinna taps palmwine for a living,male,"hair: none, eyes: black, teeth: none, clothings: yellow black and a touch of pink ankara, accessories: cap, expression: happy, strength: contentment, weakness: naive",0f1af056-2548-4407-bed4-abc11deae05d,3f51b93535523b2a53072226ce7d98cd29fcdeb9b0e144fecf8404747989f408
33,aminu-maikudi,aminu maikudi,aminu is a wealthy man from a family with generational wealth. His exquisite taste shows it,male,"hair: none, eyes: black, teeth: none, clothings: maroon and yellow agbada, accessories: cap, expression: unbothered, strength: confidence, weakness: selfishness",0129e7a5-e3d0-4675-92d0-1a1e55d11612,2f984f07c6cf4fa9d2e0998efd6bb341bf1b662a0fd7efe2915acc63541d1471
34,sabinus-the-town crier,sabinus the town crier,sabinus delivers messages to his town people,male,"hair: none, eyes: black, teeth: two white teeth with diastema, clothings: orange ankara with touches of blue, accessories: cap, expression: happy, strength: dexterity, weakness: impatience",01d4ce96-818e-44b1-8813-68a7d34b35ba,f5cf4daa0928dda64126c961e9952ede8735fb457f78651c1362ad6f9b764bd8
35,adisa-ibadan,adisa ibadan,"adisa the greatest man in the whole town of ibadan, is authority can never be questioned",male,"hair: none, eyes: black, teeth: none, clothings: kente accessories:abeti-aja cap, expression: mischievous, strength: independent, weakness: bossy",3a925f27-35f6-4dbf-9960-c6527fae5f3e,3e00ad07daf19384eb0a03334a26e28e95246abd68312e8724403e677afe618c
36,linda-the-navigator,linda the navigator,linda knows how to make a way for herself and people around her,female,"hair: blonde, eyes: none, teeth: none, clothings:multicolored, accessories: glasses, expression: confused, strength: creative, weakness: insecure",71f335a6-5a4f-4410-9cea-179336f0e498,136b8d64569328b49cbd06e75e7fe9701d7ae3be08509ff3145957ff1f8716bf
37,kemi-the-iron lady,kemi the iron lady,kemi the strongest woman known to the town of  igbede people,female,"hair: ginger, eyes: none, teeth: none, clothings: ankara, accessories:glasses and a pipe, expression: cool, strength: disciplined, weakness: perfectionist ",35b11a31-5b92-49f4-8fb1-30f255d22054,5dfc87635ee2ed5506880429274d5008eaea16968d6d8f6c77584158f77b74a8
38,mercy-the-sassy lady,mercy the sassy lady,mercy only care about spending her father's money and treats people like trash,female,"hair: brown, eyes: none, teeth:none, clothings: ankara, accessories: glasses, expression: sassy, strenght: creative, weakness: sensitive",7a3c70ac-927f-4a63-a3df-ab86dd27cd0f,934af09d062f619398bf4501bed565ef36bb28a6056ccda1e317884f6bdfadd6
39,sandra-money,sandra money,sandra likes getting and spending money,female,"hair: brown, eyes: none, teeth:none, clothings:yellow and black, accessories: glasses, expression: confused, strength: brave, weakness: overthinker",1bd95fb0-7b2e-4354-bebd-22f9cf70a1ca,c2dfe6d9f00e8d26ed1ad60a4af32a3f45ef52f68e7b1fb22de7f8e46b2c64db
40,bimpe-the-fashionista,bimpe the fashionista,bimpe loves wearing trendy clothes and looking gorgeous,female,"hair: blonde, eyes: none, teeth:gap teeth, clothings: black cold shoulder shirt, accessories: glasses, expression: shocked, strength: intelligent, weakness: procrastination",92b548b7-998b-46b6-8198-80d407209483,0e6866578c1f86f77c5f5f7c08292e650b00065c19f45befed5a93943f280495

TEAM ENGINE
41,kim-rich-aunty,kim rich aunty,she loves spoiling her nieces and nephew,Female,Hair: blue. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:food .,3344a73c-f15e-4afd-a1b2-3199e27eb08f,e2f6cb03cd512c09031b126b894492a4a7445d35933f1234bfac59f4b21c1a74
42,barbra-vampire-bc,barbra vampire bc,she loves drinking the blood of her victims,Female,Hair: blue. Eyes:none . Teeth: gap. Clothing: ankara . Accessories:chain . Expression: grinning. Strength:team player . Weakness:money.,4f31fd99-4918-42a9-a112-fa60ef36d5c6,15719d348e95e2ca7ef18e1feb877237378273fdefb4352b9438dd1f5f8abe91
43,jean-art-dolger,jean art dolger,loves collecting art for charity ,Female,Hair: ginger. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:earings . Expression: frown. Strength:brave . Weakness:men,5e1105d9-e485-462d-a5bf-1eb931976b13,6a26a7ff0d9f63de775f8fa5b8d2701216e14b866d6573280d2b97d377f5ec2c
44,flora-burger- eater,flora burger eater,she loves eating burgers,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:height,054dffd1-cdff-417b-b6c2-a679dabd087b,fdbe71a8f2da8a78e6338926dfad76abae6bace994f667980334a8ecb9538f42
45,jessie-lord-rings,jessie lord rings,she seeks her 'precious',Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:spices,caacabe1-0abc-43af-92e2-2231248bff93,564845d5ff3ee44d1137fbbb1659b067ac5fc930965e4223b10ff180543048b9
46,pinky-monky-ponk,pinky monky ponk,she love to dance the honky tonk,Female,Hair: white. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:assertive . Weakness:water,bd6a4b38-543e-40fa-9153-f7e1a947ebb1,f0ca2f70f7dffcfb12f23bcf3900556d628bc67c81f6140744de01a3e92d60f1
47,wanjiru-hippie-glitter,wanjiru hippie glitter,a hippie that loves her glitters,Female,Hair: maroon. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: none. Strength:loveble. Weakness:shy around people,683f0d27-3cb4-4948-b1b5-09f10bee575a,6dbbf2e1ea5fc65a2970abb8b0315812209f4eb0ee16e6dfe776688ce1dda194
48,njoki-binary-coder,njoki binary coder,she codes with the best and tops the set,Female,"Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:goodlistener,Weakness:height.",9b59bdb4-0c6c-4107-9d72-6d38d308edb4,a6dd07d43e2dda0e907984abf59ae91276728d9a24a69c19d9a4f8bc060e392a
49,wangu-calaba-hustler,wangu calaba hustler,she's a mean hustler so be careful,Female,Hair: green. Eyes:brown . Teeth: fangs . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:spider,67f7da93-3925-4def-b660-58f558c14a19,8c73a4fad2dfc21a02ce843e693a34c07ea49bd434d61aa631322a832b9cf291
50,lulu-dey-kpako,lulu dey kpako,she's as skinny as she is beautiful,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:water,23b6c38f-ab84-4565-bfe9-d9eb019c9f29,b6a8cd4cd9b66434f83375e8192b0de2d2229b0ba88d3698a2d78f8829294582
51,kiki-cala-flier,kiki cala flier,she flies first class and gets the best deals,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:coackroaches,d24aefff-c9fc-4ea9-a7cf-1b741076c822,8d105dcb1720d2d0493aa17af58e63f0fe87f51f2f718cff8dfd5ece6a26d119
52,purity-nft -investor,purity nft investor,she is an angel investor looking for the next big thing,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:,ee86ef77-4793-411a-88d3-ea54d84f6b24,72fd8909b93de635fc55ab8bbe86bd326030506141d783c8a8f693dfa4f2c62b
53,june-binary-monk,june binary monk,she has a twin thats from Tibet ,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:food .,102c4cdb-f812-44fd-bf47-5065284c6075,b91dc3bc33f4d414eaa22182e883ea327a40ef8f2b7a3695ef7ddf72ab1a02ef
54,aisha-crows-damsel,aisha crows damsel,she is always a damsel in distress,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:food .,c4071af3-b49e-4ad6-898b-7828f90465fb,ec287c5dbd482b4afab7f23cf7edc30dcb182d75852c7ddb25439e157793a452
55,bobo-crypto-lovely,bobo crypto lovely,she is a crpto guru you can trust all through,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:food .,427ea0f5-30a3-4d70-a5bd-a6106409b83c,2ccf3456ee3e5dad3874f9a4320f02f0886719a0f1beb6fc2fd226193d1ca1fd
56,nell-light -embrace,nell light embrace,she is an empath: ready with a kind word or hug,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:food .,9dfe30b4-c71a-471c-8091-f5c4a238eed8,cfba060122f0f4f2ef4a794b56ebcaf2050af2dcd3187f14be24f7e65e9e9864
57,rachel-mood-silent,rachel mood silent,"introvert  to the core, a mysterious lady",Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:food .,11450acd-f0d7-406f-bc18-bdb680404845,3a8b28c1bcee2074c98aca50b5058c805833b6112ac6165c5544d39a27e9144c
58,nana-reflector-agent,nana reflector agent,she loves her chrome fashion stye,Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:food .,63bda633-bfca-4b28-823f-7772936b4103,f0d32aab6b76e1bccb8e40f229feadce1071b24b994fb7c2a1ce1285662fd0fa
59,bree-busy-gossip,bree busy gossip,"never wisper your secrets to her, except you want the world to know",Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:clusterphobic,4f5898d9-fc99-4053-a56c-b2ec1ef41347,64f609788cff664a2feac39ce68e19d0dd42b933ce14a1dfb4956efdb2da5eb1
60,jude-shadow-fighter,jude shadow fighter,"a ninja warrior, the last samurai standing",Female,Hair: black. Eyes:brown . Teeth: none . Clothing: ankara . Accessories:none . Expression: smiling. Strength:brave . Weakness:fire,a47b2ed7-d4aa-4404-ac40-0ecea464cf3f,55d13f82b03c734a7f6059564901e8e1e9eb650c9b62a098b8091fabaf42a79f

TEAM GRIT
61,toy-soldier,toy soldier,a man stronger than an army,male,"hair: bald, eyes: closed, teeth: none, clothing: overall, accessories: nose mask, expression: happy, strengths: powerful, weakness: sentimental",fc8ea3ac-59d1-11ed-9b6a-0242ac120002,d7d60d6f7ff677b96f748663ad039f51927234e1c534e49eb63171ab7c626e36
62,pipey-rivers,pipey rivers,a man who loves the water so much and fixes its path,male,"hair:bald, eyes: opened, teeth:none, clothing: overall, accessories: nose mask, strengths: calculative, weakness: public speaking",58f69cae-59d1-11ed-9b6a-0242ac120002,442091d02f310268619ba4618a30a450fae22902904a66de802774a3271ef0a9
63,phiri-of-zambia,phiri of zambia,an african woman with strength and beauty,female,"hair: two purple bun, eyes:nose, teeth: none, clothing: adire, accessories: sunglasses, expression: jiggy, strengths: free spirit, weakness: blind ",24b537fa-59d3-11ed-9b6a-0242ac120002,8bf51aa7b0a6b8f4f1751b2fcbcb758f3ddecd0988b8b8740b5bb5c4891fd065
64,patrick-of-bikinibottom,patrick of bikinibottom,a white man who loves the African culture and associates with their dressing,male,"hair: bald, eyes: opened, teeth: none, clothing: kente, accessories: nose mask, expression: confused, strengths: adaptation, weakness: fluency",064c7b84-59d3-11ed-9b6a-0242ac120002,256400be867e30cfd428c67c2b7c2f5f0a4b70955a64f503107636e5fd2f6ae4
65,nobuhle-of-zulu,nobuhle of zulu,a woman well endowed with beauty,female,"hair: brown bun, eyes: none, teeth: none, clothing: iqoyi, accessories: sunglasses, expression: astonished, strengths: cool headed, weakness: pressure",1ee5b1ce-59d3-11ed-9b6a-0242ac120002,e2fd392fd8cd089a0cabe25bb2674ca913a5b2ff7dc0db3380d28228f4136093
66,nkosazana-of-xhosa,nkosazana of xhosa,an african princess always proud of her culture,female,"hair: ginger afro, eyes:none, teeth: gap teeth, clothing:umbaco, accessories: sunglasses, expression: fufilled, strengths: confidence, weakness: endurance",2f1a1724-59d3-11ed-9b6a-0242ac120002,7875a0fa40242df51ae676450b1967a21cec0c0492911e27b6d442ac0e21f861
67,mandla-of-zulu,mandla of zulu,a simple and an introvert who keeps to himself,male,"hair: bald, eyes: opened, teeth: none, clothing: eshowe, accessories: nose mask, expression: irritated, strength: strong willed, weakness: relationship",d04553b2-59d7-11ed-9b6a-0242ac120002,a3e0ba4450510af104a974342eb9914a30a13164af1adcea88a28aca7e2ea4a1
68,john-doe,john doe,a principled guy who is conscious of his health and ensures protection from infection,male,"hair: bald, eyes: opened, teeth: none, clothing: ankara, accessories: nose mask, expressions: cold strength: cleaniness, weakness: perfectionist",5d19795e-59d2-11ed-9b6a-0242ac120002,5c22f10990ea5990604770d827479dc6c46f0103649e9cccfabf0bd0978b369c
69,ghost-of-power,ghost of power,a woman stronger than ten men combined,female,"hair: black tied with scalf, eyes: none, teeth: none, clothing: iqoyi, accessories: sunglasses and pipe, espression: ruthless, strength: badass weakness: cancer",29c764ca-59d3-11ed-9b6a-0242ac120002,5af898f00219c3da41ebda017b0b15c4d594f6d4aac44889acf43a66a1bc4067
70,freida,freida,a man who is always peaceful,male,"hair: bald, eyes: closed, teeth: none, clothing: overall, accessories: nose mask, expression: calm, strength: peaceful weakness: anger",ee671c4a-59d2-11ed-9b6a-0242ac120002,903b83848a1f61a3f366a9830f79668b87a4973da3f9e5d9cc05e5d44bf95a36
71,flamboyant-tree,flamboyant tree,beautiful african woman,female,"hair: one bun dark brown, eyes: none, teeth: none, clothing: kente, accessories: sunglasses, expression: happy, strength: beauty, weakness: lover girl",380e4990-59d3-11ed-9b6a-0242ac120002,66a495c90035a5429a949564e159e38eda59f82cd8fe6a23953d312bf963eec2
72,david-of-accra,david of accra,a combatant who fights and defends his people,male,"hair: bald, eyes: opened, teeth: none, clothing: kente, accessories: nose mask, expression: angry, strength: super powerful, weakness: sleeping",1c1ef1b4-59d1-11ed-9b6a-0242ac120002,13b564d92afe3466b495a34d1b7108824b4963f64abeed6a792567a0baba3e49
73,cally-lily,cally lily,a man who is a breath of fresh air,male,"hair: male, eyes: opened, teeth: none, clothing: overall, accessories: nose mask, expression: confused, strength: calm weakness: sun",82bba87c-59d1-11ed-9b6a-0242ac120002,e92404b8e9e794a1590c2344c6d32157fe8b0614ba4248fe7678fed0d25902da
74,bubune-of-accra,bubune of accra,"a man with honor, always conscious of his health",male,"hair: bald, eyes: closed, teeth: none, clothing: kente, accessories: nose mask, expression: happy,  strength: clean weakness: foodie",faa4b530-59d2-11ed-9b6a-0242ac120002,ae5543b0cd39a3926d0fa81007148c9b356879113aa3bf73135a3fc4a72d2d27
75,bediako-of-accra,bediako of accra,a strong man always ready to fight for what is right,male,"hair: bald, eyes: opened, teeth: none, clothing: balck with kente, accessories: nose mask, expression: suspicious,  strength: activist, weakness: irrational",fb6e8222-59d0-11ed-9b6a-0242ac120002,4d13bfb9e1f8a68d79d05d6884e0b5e9c2e63763fc540637f2d83d22d61fdf10
76,avatar-aang,avatar aang,a man who is ready to save the world,male,"hair: bald, eyes: opened, teeth: none, clothing: kaftan, accessories: nose mask, expression: soothing, strength: mind games, weakness: insomia",169f93a0-59d2-11ed-9b6a-0242ac120002,d89fff2c8a97f09ddf8470fa3077faec8aefb3cddb92a8d96ab4e6282aedde71
77,argus-greek,argus greek,a man who you will always find on the look out ,male,"hair: bald, eyes: opened, teeth: none, clothing: overall, accessories: nose mask, expression: suspicious, strength: strong , weakness: lateness",e7f26b26-59d2-11ed-9b6a-0242ac120002,591f70ad2792b81c9dd93da13e984a675656b197686569780a3861ec7727dd3b
78,amahle-of-zulu,amahle of zulu,"A traditional man, feeling fulfilled",male,"hair: bald, eyes: closed, teeth: none, clothing: ankara print, accessories: nose mask, expression: excited, strength: conversationist, weakness: traditionalist",169f93a0-59d2-11ed-9b6a-0242ac120002,2f36f2aef4c0370eba5a164dcb3f68bfad673fd3aac39a3ace4da055ee9caf6e
79,agnar-ole,agnar ole,a man who feels like an outcast and always has a battle with his mind,male,"hair: bald, eyes: opened, teeth: none, clothing: overall, accessories: nose mask, expression: furious, strength: strong willed, weakness: crying",f3f11fd0-59d2-11ed-9b6a-0242ac120002,fc9942654642d0c74ade27ec818c23a05283cacb9c55b3e1126444b30e833232
80,adom-kulu,adom kulu,"a Ghanaian model, proud of his culture",male,"hair: bald, eyes: opened, teeth: none, clothing: kente, accessories: nose mask, expression: irritated,  strength: height,  weakness: pride",00f6589e-59d3-11ed-9b6a-0242ac120002,04adcf682762ff589871a022eab3b81e26fe80e79bfad0d612889e2d748fed9a

TEAM PRYBAR
81,segun-baller,segun baller,a man who loves to party hard,male,"Hair: black, Eyes: black, Teeth: None, Clothing: kente, Accessories: glasses, Expression: Cool , Strength: Jovial, Weakness: Non-chalant. ",58ac5cf6-b644-41c6-af79-ec9aa5f6bdd1,458fdba7ff35adc29e5b8cddfbef5095ace7ca976c25658f8596754b1f6c8bd2
82,bolanle-pepper-dem,bolanle pepper dem,a money spender,male,"Hair: Bald, Eyes: Black, Teeth: None, Clothing: kente, Accessories: glasses, Expression: Proud, Strength: strong, Weakness: big spender ",46966104-775b-4443-90bb-b35afd121653,031e306a38b90b86156fef5cc6d19e2f62f42a3ea5a42c4e201b8b8ec73ccbb9
